dt,dist,speed,bearing,d_bearing,accel
1,5.2655996815205315,5.2655996815205315,171.45821486953264,0.0,0.0
1,2.6126740740798526,2.6126740740798526,94.27974987754709,-77.17846499198555,-2.652925607440679
1,2.0424074450850167,2.0424074450850167,190.60573200530217,96.32598212775508,-0.5702666289948359
1,6.548945540879135,6.548945540879135,34.18392527473861,-156.42180673056356,4.506538095794118
1,5.875990437287824,5.875990437287824,49.228007024070564,15.044081749331951,-0.6729551035913106
1,6.342783514801225,6.342783514801225,315.337245904307,-93.89076111976357,0.46679307751340016
1,2.8954347107346634,2.8954347107346634,134.41064744259506,179.07340153828807,-3.447348804066561
1,2.4431910759545645,2.4431910759545645,317.0096823502323,-177.40096509236275,-0.4522436347800989
1,5.4688225502047505,5.4688225502047505,174.96994558078313,-142.03973676944918,3.025631474250186
1,4.290861836576668,4.290861836576668,318.36937765544803,143.3994320746649,-1.1779607136280825
1,3.5993623595524653,3.5993623595524653,92.77670877588167,134.40733112043364,-0.6914994770242027
1,3.8916958746654284,3.8916958746654284,225.98391547874536,133.2072067028637,0.2923335151129631
1,5.266413269157487,5.266413269157487,292.64822634070185,66.6643108619565,1.374717394492059
1,5.328213155629183,5.328213155629183,327.4201953414297,34.771969000727836,0.061799886471695764
1,2.181696189420375,2.181696189420375,311.3527010196792,-16.067494321750473,-3.146516966208808
1,4.705210031365791,4.705210031365791,247.68460716889456,-63.66809385078466,2.523513841945416
1,0.8940600680635886,0.8940600680635886,91.98616399930847,-155.69844316958608,-3.8111499633022023
1,4.9446692755751585,4.9446692755751585,141.67260547475513,49.68644147544666,4.05060920751157
1,5.751977818418673,5.751977818418673,329.7609340595757,-171.91167141517946,0.8073085428435149
1,5.369697446136442,5.369697446136442,151.50536568090922,-178.25556837866645,-0.38228037228223144
1,5.839444299655836,5.839444299655836,137.74207859772605,-13.763287083183172,0.4697468535193936
1,0.9726296336211352,0.9726296336211352,211.28037605903086,73.53829746130481,-4.8668146660347
1,4.783868207620725,4.783868207620725,156.97993303889302,-54.300443020137834,3.81123857399959
1,3.158499730561824,3.158499730561824,7.837872761253209,-149.1420602776398,-1.6253684770589012
1,4.823205011370413,4.823205011370413,118.51780024797648,110.67992748672327,1.664705280808589
1,0.9315868352460022,0.9315868352460022,40.11345727297049,-78.40434297500599,-3.8916181761244104
1,4.455461152903512,4.455461152903512,252.2393938006823,-147.87406347228819,3.5238743176575094
1,3.796879207391627,3.796879207391627,357.98599669571394,105.74660289503163,-0.6585819455118846
1,4.049220987164535,4.049220987164535,60.53309552603531,62.547098830321374,0.25234177977290795
1,3.808388848115843,3.808388848115843,336.62554582075705,-83.90754970527826,-0.24083213904869183
1,3.7553171621976467,3.7553171621976467,162.20868376904627,-174.41686205171078,-0.053071685918196554
1,5.664381070342295,5.664381070342295,337.084409901012,174.87572613196573,1.9090639081446485
1,4.86148343446838,4.86148343446838,315.6115275196442,-21.47288238136781,-0.802897635873915
1,4.8453146986427535,4.8453146986427535,195.23767556931898,-120.37385195032522,-0.016168735825626612
1,5.438155615789657,5.438155615789657,338.22138703685044,142.98371146753146,0.5928409171469031
1,4.936460330624236,4.936460330624236,221.8934155272887,-116.32797150956173,-0.5016952851654208
1,3.017213174325699,3.017213174325699,160.8720810514974,-61.02133447579132,-1.9192471562985367
1,5.305664551082995,5.305664551082995,149.53904508538216,-11.333035966115233,2.2884513767572963
1,5.6698072485237985,5.6698072485237985,307.7758172587696,158.23677217338746,0.3641426974408031
1,5.368822008710527,5.368822008710527,207.2862965357357,-100.48952072303393,-0.3009852398132713
1,4.917332908916002,4.917332908916002,279.10658535992087,71.82028882418518,-0.4514890997945251
1,6.903354192941626,6.903354192941626,317.7632738240302,38.65668846410932,1.9860212840256244
1,3.9061515397729734,3.9061515397729734,75.66487217306826,117.90159834903807,-2.997202653168653
1,4.214426385907593,4.214426385907593,232.97436344137407,157.3094912683058,0.3082748461346201
1,4.507003808834458,4.507003808834458,75.9821774464483,-156.99218599492576,0.2925774229268647
1,3.4572065049411282,3.4572065049411282,24.070765611428726,-51.91141183501958,-1.04979730389333
1,1.5386658721032527,1.5386658721032527,214.63762608799513,-169.43313952343362,-1.9185406328378756
1,2.7878195959558267,2.7878195959558267,161.589631972431,-53.04799411556414,1.249153723852574
1,4.327866645275481,4.327866645275481,295.00782510329736,133.41819313086637,1.5400470493196545
1,4.482564914429976,4.482564914429976,213.790104852552,-81.21772025074537,0.15469826915449492
1,3.4682983324385583,3.4682983324385583,241.0653033407121,27.2751984881601,-1.0142665819914178
1,5.897424960348152,5.897424960348152,31.866563112464064,150.80125977175197,2.4291266279095938
1,2.165106584080189,2.165106584080189,118.78963191794617,86.9230688054821,-3.7323183762679633
1,4.761385784524532,4.761385784524532,138.88742581989368,20.09779390194751,2.5962792004443433
1,4.824088682976973,4.824088682976973,77.16759733391063,-61.719828485983044,0.06270289845244115
1,5.801661665113369,5.801661665113369,211.10075380610357,133.93315647219293,0.9775729821363957
1,5.851008567159927,5.851008567159927,322.04611266296763,110.94535885686406,0.04934690204655823
1,4.68180675087598,4.68180675087598,285.07393679125227,-36.972175871715365,-1.1692018162839473
